"","Region","År","Utbildning","Kön","Region_kod","Utbildningskod","Förvärvsgrad","Matchad_förvärvsgrad","Skillnad_förvärsgrad","Antal_personer","Könsskillnad_mf","Andel_män","Andel nya förvärvsarbetande","Andel jobbytare","Andel totalt jobbinflöde"
"1525","Gävleborg","2010","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.8,10.8,13.7
"1526","Gävleborg","2010","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.8,7.7,9.5
"1527","Gävleborg","2010","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.9,7.9,9.7
"1528","Gävleborg","2010","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.3,8.4,14.7
"1529","Gävleborg","2010","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,6.9,12.2,19.1
"1530","Gävleborg","2010","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.4,9.4,15.9
"1531","Gävleborg","2010","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8.2,8.3,16.5
"1532","Gävleborg","2010","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,6.9,12,18.9
"1533","Gävleborg","2010","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7,11.7,18.7
"1534","Gävleborg","2010","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,12.3,16,28.4
"1535","Gävleborg","2010","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,4.6,13.7,18.3
"1536","Gävleborg","2010","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.7,14.3,21
"1537","Gävleborg","2010","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.6,14.4,22
"1538","Gävleborg","2010","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,10.3,17.1,27.4
"1539","Gävleborg","2010","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,8.5,15.3,23.8
"1540","Gävleborg","2010","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,13.3,20.3,33.6
"1541","Gävleborg","2010","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,7.3,18,25.3
"1542","Gävleborg","2010","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.7,18.2,25.9
"1543","Gävleborg","2010","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","Gävleborg","2010","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,4.3,13.7,18
"1545","Gävleborg","2010","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.3,13.6,17.9
"1546","Gävleborg","2010","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.4,5.5,10.9
"1547","Gävleborg","2010","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,7.6,8.4,16
"1548","Gävleborg","2010","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.7,11.3
"1549","Gävleborg","2011","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7,10.6,17.5
"1550","Gävleborg","2011","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,11.3,17.5,28.8
"1551","Gävleborg","2011","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.9,12,19.8
"1552","Gävleborg","2011","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8,21.3,29.3
"1553","Gävleborg","2011","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,4.2,15.5,19.7
"1554","Gävleborg","2011","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.3,15.6,19.9
"1555","Gävleborg","2011","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.5,13.6,18.2
"1556","Gävleborg","2011","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,5.6,13.9,19.5
"1557","Gävleborg","2011","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.6,13.9,19.5
"1558","Gävleborg","2011","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,16.4,17.9,34.3
"1559","Gävleborg","2011","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,4.9,13.7,18.5
"1560","Gävleborg","2011","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.1,13.8,18.8
"1561","Gävleborg","2011","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.2,15.2,18.4
"1562","Gävleborg","2011","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,2.3,8.7,11
"1563","Gävleborg","2011","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.4,9.1,11.5
"1564","Gävleborg","2011","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.3,9.8,15.2
"1565","Gävleborg","2011","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5,13.2,18.3
"1566","Gävleborg","2011","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.2,10.8,16
"1567","Gävleborg","2011","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.1,11.5,18.5
"1568","Gävleborg","2011","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,5.1,12.2,17.3
"1569","Gävleborg","2011","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.3,12.1,17.4
"1570","Gävleborg","2011","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,12.8,17.7,30.6
"1571","Gävleborg","2011","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3,12.8,15.8
"1572","Gävleborg","2011","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.9,14.2,20.1
"1573","Gävleborg","2011","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.7,16.3,23
"1574","Gävleborg","2011","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,8,18.6,26.6
"1575","Gävleborg","2011","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.1,17.1,24.2
"1576","Gävleborg","2011","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,15.3,26,41.3
"1577","Gävleborg","2011","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,5.2,17.5,22.7
"1578","Gävleborg","2011","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.1,18.2,24.2
"1579","Gävleborg","2011","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","Gävleborg","2011","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,3.3,13.4,16.6
"1581","Gävleborg","2011","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.2,13.3,16.5
"1582","Gävleborg","2011","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.4,6.2,10.6
"1583","Gävleborg","2011","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,6.7,10.1,16.8
"1584","Gävleborg","2011","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.5,11.1
"1585","Gävleborg","2012","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.4,10.3,16.7
"1586","Gävleborg","2012","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,4.6,19.1,23.7
"1587","Gävleborg","2012","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6,12.1,18.1
"1588","Gävleborg","2012","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,17,23.4,40.4
"1589","Gävleborg","2012","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,2.9,14.3,17.2
"1590","Gävleborg","2012","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.2,14.5,17.7
"1591","Gävleborg","2012","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6,10.7,16.7
"1592","Gävleborg","2012","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,3.7,11.4,15
"1593","Gävleborg","2012","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.7,11.3,15.1
"1594","Gävleborg","2012","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.7,18.7,29.3
"1595","Gävleborg","2012","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,3.5,11.2,14.8
"1596","Gävleborg","2012","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.7,11.4,15.1
"1597","Gävleborg","2012","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,0,8.5,8.5
"1598","Gävleborg","2012","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,2,8.9,10.9
"1599","Gävleborg","2012","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.8,8.9,10.7
"1600","Gävleborg","2012","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.3,9.2,14.4
"1601","Gävleborg","2012","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.7,10.4,16.1
"1602","Gävleborg","2012","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.4,9.5,14.9
"1603","Gävleborg","2012","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.2,11.5,18.7
"1604","Gävleborg","2012","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,3.7,11.1,14.8
"1605","Gävleborg","2012","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4,11.2,15.2
"1606","Gävleborg","2012","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,11.9,19,31
"1607","Gävleborg","2012","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,2.7,12.3,15
"1608","Gävleborg","2012","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.6,14.4,19.9
"1609","Gävleborg","2012","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.3,13.6,20
"1610","Gävleborg","2012","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,6.1,17.2,23.3
"1611","Gävleborg","2012","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.3,14.8,21.1
"1612","Gävleborg","2012","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.7,23.6,34.3
"1613","Gävleborg","2012","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,4.6,16.9,21.5
"1614","Gävleborg","2012","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.1,17.4,22.6
"1615","Gävleborg","2012","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","Gävleborg","2012","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","Gävleborg","2012","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.8,11.1,15
"1618","Gävleborg","2012","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.2,5.8,10.1
"1619","Gävleborg","2012","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,5.3,11.5,16.8
"1620","Gävleborg","2012","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.3,6.3,10.6
"1621","Gävleborg","2013","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.6,10.4,16
"1622","Gävleborg","2013","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,7.1,16.5,23.7
"1623","Gävleborg","2013","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.9,11.7,17.6
"1624","Gävleborg","2013","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,14.8,22.2,37
"1625","Gävleborg","2013","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,3.9,14.6,18.5
"1626","Gävleborg","2013","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.2,14.8,19
"1627","Gävleborg","2013","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4,11.3,15.3
"1628","Gävleborg","2013","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,4.2,11.3,15.5
"1629","Gävleborg","2013","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.2,11.3,15.4
"1630","Gävleborg","2013","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.4,16.7,23.1
"1631","Gävleborg","2013","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,3.4,12,15.4
"1632","Gävleborg","2013","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.4,12.1,15.5
"1633","Gävleborg","2013","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.5,6.4,8.8
"1634","Gävleborg","2013","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.7,7.5,9.2
"1635","Gävleborg","2013","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.8,7.4,9.2
"1636","Gävleborg","2013","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.7,8.9,14.6
"1637","Gävleborg","2013","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,6.7,11.2,18
"1638","Gävleborg","2013","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6,9.5,15.5
"1639","Gävleborg","2013","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8,11.4,19.3
"1640","Gävleborg","2013","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,4.3,10.2,14.6
"1641","Gävleborg","2013","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.6,10.3,15
"1642","Gävleborg","2013","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,9.5,18.5,28
"1643","Gävleborg","2013","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.1,11.2,14.3
"1644","Gävleborg","2013","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.1,13.5,18.6
"1645","Gävleborg","2013","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.2,13.2,20.5
"1646","Gävleborg","2013","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,7.7,18.3,26
"1647","Gävleborg","2013","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.4,14.9,22.3
"1648","Gävleborg","2013","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,12.3,24.7,37
"1649","Gävleborg","2013","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,5.5,15.2,20.6
"1650","Gävleborg","2013","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.1,16,22
"1651","Gävleborg","2013","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","Gävleborg","2013","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","Gävleborg","2013","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.7,10.7,14.4
"1654","Gävleborg","2013","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.9,6.8,10.7
"1655","Gävleborg","2013","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,6.8,10.4,17.2
"1656","Gävleborg","2013","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.1,7.1,11.3
"1657","Gävleborg","2014","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.8,10.5,17.3
"1658","Gävleborg","2014","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,10.3,16.5,26.9
"1659","Gävleborg","2014","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.6,11.8,19.4
"1660","Gävleborg","2014","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,12.3,25.4,37.7
"1661","Gävleborg","2014","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,4.2,14.8,19
"1662","Gävleborg","2014","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,15.1,19.6
"1663","Gävleborg","2014","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.8,8.8,15.5
"1664","Gävleborg","2014","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,4.8,12.1,17
"1665","Gävleborg","2014","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.9,12,16.9
"1666","Gävleborg","2014","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,11.1,17.3,28.4
"1667","Gävleborg","2014","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,3.5,11.9,15.4
"1668","Gävleborg","2014","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,12,15.7
"1669","Gävleborg","2014","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,9.5
"1670","Gävleborg","2014","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.5,8.7,10.2
"1671","Gävleborg","2014","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.5,8.6,10.1
"1672","Gävleborg","2014","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.1,9.4,14.5
"1673","Gävleborg","2014","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.5,10.9,16.4
"1674","Gävleborg","2014","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.2,9.8,15
"1675","Gävleborg","2014","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.7,11.9,16.5
"1676","Gävleborg","2014","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,4.5,11.1,15.6
"1677","Gävleborg","2014","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,11.1,15.6
"1678","Gävleborg","2014","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,11,18.7,29.7
"1679","Gävleborg","2014","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.5,12.6,16.1
"1680","Gävleborg","2014","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.9,14.6,20.5
"1681","Gävleborg","2014","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.6,14.3,21
"1682","Gävleborg","2014","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,6.7,19,25.7
"1683","Gävleborg","2014","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.6,15.9,22.6
"1684","Gävleborg","2014","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,11.3,26.5,37.7
"1685","Gävleborg","2014","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,5.5,15.8,21.3
"1686","Gävleborg","2014","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6,16.7,22.7
"1687","Gävleborg","2014","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","Gävleborg","2014","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","Gävleborg","2014","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.6,11.6,17.2
"1690","Gävleborg","2014","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.5,11.1
"1691","Gävleborg","2014","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,7.3,10.8,18.1
"1692","Gävleborg","2014","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.9,11.7
"1693","Gävleborg","2015","Barn- och fritid","kvinnor","21","73B",78.3,39.8,38.5,1879,-19.5,22.8653530377668,7,10.9,17.9
"1694","Gävleborg","2015","Barn- och fritid","män","21","73B",78.6,20.3,58.3,557,-19.5,22.8653530377668,8.8,19,27.8
"1695","Gävleborg","2015","Barn- och fritid","totalt","21","73B",78.4,35.3,43.1,2436,NA,22.8653530377668,7.4,12.7,20.1
"1696","Gävleborg","2015","Bygg","kvinnor","21","53B",NA,NA,NA,105,-0.600000000000009,96.9208211143695,10.1,24.5,34.5
"1697","Gävleborg","2015","Bygg","män","21","53B",84.1,66.7,17.4,3305,-0.600000000000009,96.9208211143695,4.5,15.7,20.2
"1698","Gävleborg","2015","Bygg","totalt","21","53B",83.8,66.1,17.7,3410,NA,96.9208211143695,4.6,16,20.6
"1699","Gävleborg","2015","Data-, el- och energiteknik","kvinnor","21","53E",70,31.4,38.6,140,27.3,96.5870307167236,8.3,9.6,17.8
"1700","Gävleborg","2015","Data-, el- och energiteknik","män","21","53E",81.6,58.7,22.9,3962,27.3,96.5870307167236,4.4,11.3,15.7
"1701","Gävleborg","2015","Data-, el- och energiteknik","totalt","21","53E",81.2,57.8,23.4,4102,NA,96.5870307167236,4.5,11.3,15.8
"1702","Gävleborg","2015","Fordon","kvinnor","21","53F",61.4,30.1,31.3,83,34.2,96.959706959707,8,19.3,27.3
"1703","Gävleborg","2015","Fordon","män","21","53F",85,64.3,20.7,2647,34.2,96.959706959707,3.4,12.5,15.9
"1704","Gävleborg","2015","Fordon","totalt","21","53F",84.3,63.2,21.1,2730,NA,96.959706959707,3.5,12.7,16.2
"1705","Gävleborg","2015","Gymnasieingenjör","kvinnor","21","53A+55Q",87.5,38.1,49.4,168,18.5,92.2150139017609,1.5,9.2,10.7
"1706","Gävleborg","2015","Gymnasieingenjör","män","21","53A+55Q",85.9,56.6,29.3,1990,18.5,92.2150139017609,1.8,8,9.8
"1707","Gävleborg","2015","Gymnasieingenjör","totalt","21","53A+55Q",86,55.1,30.9,2158,NA,92.2150139017609,1.8,8,9.9
"1708","Gävleborg","2015","Handel- och administration","kvinnor","21","33H",73.4,39.6,33.8,4503,-7.1,27.3592514921762,5,10.6,15.6
"1709","Gävleborg","2015","Handel- och administration","män","21","33H",73.3,32.5,40.8,1696,-7.1,27.3592514921762,6.9,11.3,18.2
"1710","Gävleborg","2015","Handel- och administration","totalt","21","33H",73.4,37.7,35.7,6199,NA,27.3592514921762,5.5,10.8,16.3
"1711","Gävleborg","2015","Industri","kvinnor","21","53I",64.9,29.6,35.3,646,24.3,90.4154302670623,7.2,12.7,19.9
"1712","Gävleborg","2015","Industri","män","21","53I",77.8,53.9,23.9,6094,24.3,90.4154302670623,4.2,11.9,16.1
"1713","Gävleborg","2015","Industri","totalt","21","53I",76.6,51.5,25.1,6740,NA,90.4154302670623,4.4,12,16.4
"1714","Gävleborg","2015","Naturbruk","kvinnor","21","63Z",69.2,19.7,49.5,659,NA,61.5743440233236,10.2,19.4,29.6
"1715","Gävleborg","2015","Naturbruk","män","21","63Z",NA,NA,NA,1056,NA,61.5743440233236,4.9,12.6,17.6
"1716","Gävleborg","2015","Naturbruk","totalt","21","63Z",NA,NA,NA,1715,NA,61.5743440233236,6.8,15,21.7
"1717","Gävleborg","2015","Restaurang- och livsmedel","kvinnor","21","83R",74.4,41.1,33.3,1872,-7.3,33.7345132743363,6.7,15.5,22.2
"1718","Gävleborg","2015","Restaurang- och livsmedel","män","21","83R",72.5,33.8,38.7,953,-7.3,33.7345132743363,6.5,16.8,23.4
"1719","Gävleborg","2015","Restaurang- och livsmedel","totalt","21","83R",73.7,38.6,35.1,2825,NA,33.7345132743363,6.7,15.9,22.6
"1720","Gävleborg","2015","Transport","kvinnor","21","83T",64.8,32.4,32.4,145,NA,90.2291105121294,12.2,20.1,32.3
"1721","Gävleborg","2015","Transport","män","21","83T",NA,NA,NA,1339,NA,90.2291105121294,5.6,19,24.7
"1722","Gävleborg","2015","Transport","totalt","21","83T",NA,NA,NA,1484,NA,90.2291105121294,6.2,19.1,25.3
"1723","Gävleborg","2015","VVS- och fastighet","kvinnor","21","53R",NA,NA,NA,11,-0.399999999999991,98.562091503268,NA,NA,NA
"1724","Gävleborg","2015","VVS- och fastighet","män","21","53R",87.8,64.6,23.2,754,-0.399999999999991,98.562091503268,NA,NA,18.1
"1725","Gävleborg","2015","VVS- och fastighet","totalt","21","53R",87.7,64.2,23.5,765,NA,98.562091503268,4.7,13.8,18.4
"1726","Gävleborg","2015","Vård & omsorg","kvinnor","21","73OX",80.5,67.4,13.1,7038,-18,9.47909967845659,4.4,6.6,11
"1727","Gävleborg","2015","Vård & omsorg","män","21","73OX",75.3,49.4,25.9,737,-18,9.47909967845659,9.2,9.8,19
"1728","Gävleborg","2015","Vård & omsorg","totalt","21","73OX",80,65.7,14.3,7775,NA,9.47909967845659,4.9,6.9,11.7
"1729","Gävleborg","2016","Barn- och fritid","kvinnor","21","73B",82.5,40.4,42.1,2165,-16.5,23.4170498761938,5.6,12.7,18.4
"1730","Gävleborg","2016","Barn- och fritid","män","21","73B",85.8,23.9,61.9,662,-16.5,23.4170498761938,8.9,16.4,25.3
"1731","Gävleborg","2016","Barn- och fritid","totalt","21","73B",83.3,36.5,46.8,2827,NA,23.4170498761938,6.4,13.6,20
"1732","Gävleborg","2016","Bygg","kvinnor","21","53B",81.3,40.3,41,139,29.1,96.5465838509317,11,24.5,35.5
"1733","Gävleborg","2016","Bygg","män","21","53B",87.4,69.4,18,3886,29.1,96.5465838509317,4.1,16.5,20.6
"1734","Gävleborg","2016","Bygg","totalt","21","53B",87.2,68.3,18.9,4025,NA,96.5465838509317,4.3,16.8,21.1
"1735","Gävleborg","2016","Data-, el- och energiteknik","kvinnor","21","53E",74.9,35.3,39.6,167,27.1,96.5011523151058,2.6,10.3,12.9
"1736","Gävleborg","2016","Data-, el- och energiteknik","män","21","53E",86.3,62.4,23.9,4606,27.1,96.5011523151058,4.6,11.5,16.1
"1737","Gävleborg","2016","Data-, el- och energiteknik","totalt","21","53E",85.9,61.5,24.4,4773,NA,96.5011523151058,4.5,11.5,16
"1738","Gävleborg","2016","Fordon","kvinnor","21","53F",66,34,32,100,30.4,96.8573224387178,11.7,23.4,35.1
"1739","Gävleborg","2016","Fordon","män","21","53F",87.3,64.4,22.9,3082,30.4,96.8573224387178,3.7,13.1,16.8
"1740","Gävleborg","2016","Fordon","totalt","21","53F",86.6,63.4,23.2,3182,NA,96.8573224387178,3.9,13.4,17.3
"1741","Gävleborg","2016","Gymnasieingenjör","kvinnor","21","53A+55Q",88.4,37,51.4,181,20.7,92.1440972222222,NA,NA,9.4
"1742","Gävleborg","2016","Gymnasieingenjör","män","21","53A+55Q",88.2,57.7,30.5,2123,20.7,92.1440972222222,NA,NA,10.4
"1743","Gävleborg","2016","Gymnasieingenjör","totalt","21","53A+55Q",88.2,56,32.2,2304,NA,92.1440972222222,1.7,8.6,10.3
